date,hour,org
2024-12-03,19,442886
2024-12-03,19,438458
2024-12-03,19,92165
2024-12-03,19,448798
2024-12-03,19,1206
2024-12-03,19,455719
2024-12-03,19,454389
2024-12-03,19,453639
2024-12-03,19,451860
2024-12-03,19,445885
2024-12-03,12,453737
2024-12-03,12,452801
2024-12-03,12,450984
2024-12-03,12,442860
2024-12-03,12,452485
2024-12-03,12,449866
2024-12-03,12,454584
2024-12-03,12,441700
2024-12-03,12,445471
2024-12-03,12,450245
2024-12-03,12,29761
2024-12-03,12,442475
2024-12-03,12,455139
2024-12-03,12,454848
2024-12-03,12,446709
2024-12-03,12,443322
2024-12-03,12,446259
2024-12-03,12,446475
2024-12-03,12,442083
2024-12-03,12,451980
2024-12-03,12,444340
2024-12-03,12,438392
2024-12-03,12,445988
2024-12-03,12,452256
2024-12-03,12,452858
2024-12-03,12,430204
2024-12-03,12,445997
2024-12-03,13,451544
2024-12-03,13,449623
2024-12-03,13,442475
2024-12-03,13,450245
2024-12-03,13,12215
2024-12-03,13,450927
2024-12-03,13,447919
2024-12-03,13,443125
2024-12-03,13,453737
2024-12-03,13,42991
2024-12-03,13,447806
2024-12-03,13,442462
2024-12-03,13,453254
2024-12-03,13,448755
2024-12-03,13,452485
2024-12-03,13,444631
2024-12-03,13,305155
2024-12-03,13,448823
2024-12-03,13,438316
2024-12-03,13,452753
2024-12-03,13,441469
2024-12-03,13,452001
2024-12-03,13,451415
2024-12-03,13,446076
2024-12-03,13,1077
2024-12-03,13,440339
2024-12-03,13,452995
2024-12-03,13,452044
2024-12-03,13,451980
2024-12-03,13,455696
2024-12-03,13,442791
2024-12-03,13,454652
2024-12-03,13,445471
2024-12-03,13,29761
2024-12-03,13,443322
2024-12-03,13,452066
2024-12-03,13,450549
2024-12-03,13,449579
2024-12-03,13,442860
2024-12-03,13,452256
2024-12-03,13,444340
2024-12-03,13,453667
2024-12-03,13,20453
2024-12-03,13,453078
2024-12-03,13,451793
2024-12-03,13,430204
2024-12-03,13,10172
2024-12-03,13,452694
2024-12-03,13,450984
2024-12-03,13,444738
2024-12-03,13,455014
2024-12-03,13,441715
2024-12-03,13,451706
2024-12-03,13,441861
2024-12-03,13,452171
2024-12-03,13,427059
2024-12-03,13,450189
2024-12-03,13,451333
2024-12-03,13,34801
2024-12-03,14,455570
2024-12-03,14,449623
2024-12-03,14,452001
2024-12-03,14,452086
2024-12-03,14,1077
2024-12-03,14,450245
2024-12-03,14,452044
2024-12-03,14,448421
2024-12-03,14,453070
2024-12-03,14,447919
2024-12-03,14,450927
2024-12-03,14,451941
2024-12-03,14,448798
2024-12-03,14,442860
2024-12-03,14,452753
2024-12-03,14,453043
2024-12-03,14,112644
2024-12-03,14,436234
2024-12-03,14,447233
2024-12-03,14,453254
2024-12-03,14,430165
2024-12-03,14,442083
2024-12-03,14,452485
2024-12-03,14,444340
2024-12-03,14,438316
2024-12-03,14,451544
2024-12-03,14,450458
2024-12-03,14,451333
2024-12-03,14,445606
2024-12-03,14,443359
2024-12-03,14,454136
2024-12-03,13,452858
2024-12-03,13,445382
2024-12-03,13,442849
2024-12-03,13,444930
2024-12-03,13,455139
2024-12-03,13,1214
2024-12-03,13,448421
2024-12-03,13,449274
2024-12-03,13,455625
2024-12-03,13,454266
2024-12-03,13,450646
2024-12-03,13,444799
2024-12-03,13,452085
2024-12-03,13,442083
2024-12-03,13,450474
2024-12-03,13,443359
2024-12-03,14,454801
2024-12-03,14,442791
2024-12-03,14,442475
2024-12-03,14,448755
2024-12-03,14,448823
2024-12-03,14,28646
2024-12-03,14,461
2024-12-03,14,447856
2024-12-03,14,453825
2024-12-03,14,20453
2024-12-03,19,63491
2024-12-03,19,439344
2024-12-03,19,452964
2024-12-03,19,451562
2024-12-03,19,1197
2024-12-03,21,446782
2024-12-03,21,451473
2024-12-03,21,314
2024-12-03,21,447209
2024-12-03,21,437286
2024-12-03,21,452517
2024-12-03,21,444499
2024-12-03,21,451116
2024-12-03,21,452181
2024-12-03,21,445408
2024-12-03,21,451596
2024-12-03,21,453881
2024-12-03,21,447857
2024-12-03,21,442886
2024-12-03,21,451505
2024-12-03,21,454898
2024-12-03,21,442677
2024-12-03,21,453979
2024-12-03,21,447575
2024-12-03,21,452710
2024-12-03,21,433169
2024-12-03,21,452244
2024-12-03,20,451785
2024-12-03,20,452178
2024-12-03,20,450835
2024-12-03,20,450897
2024-12-03,20,452551
2024-12-03,20,451473
2024-12-03,20,454982
2024-12-03,20,453881
2024-12-03,20,47110
2024-12-03,20,446256
2024-12-03,20,453522
2024-12-03,20,454389
2024-12-03,20,44032
2024-12-03,20,439344
2024-12-03,20,445408
2024-12-03,20,455550
2024-12-03,20,452069
2024-12-03,20,452964
2024-12-03,20,451505
2024-12-03,20,448930
2024-12-03,20,442337
2024-12-03,20,452411
2024-12-03,20,452181
2024-12-03,20,451486
2024-12-03,20,454523
2024-12-03,20,29733
2024-12-03,20,443989
2024-12-03,20,442886
2024-12-03,20,445681
2024-12-03,20,1206
2024-12-03,20,442179
2024-12-03,20,450906
2024-12-03,20,455891
2024-12-03,20,452976
2024-12-03,20,442129
2024-12-03,20,448237
2024-12-03,20,448599
2024-12-03,20,454745
2024-12-03,20,451994
2024-12-03,20,447579
2024-12-03,21,441967
2024-12-03,21,378883
2024-12-03,21,453153
2024-12-03,21,452205
2024-12-03,21,452631
2024-12-03,21,444917
2024-12-03,21,453381
2024-12-03,21,454810
2024-12-03,21,450906
2024-12-03,21,450774
2024-12-03,21,446615
2024-12-03,21,453300
2024-12-03,21,454954
2024-12-03,21,453160
2024-12-03,14,450189
2024-12-03,14,454826
2024-12-03,14,12215
2024-12-03,14,454320
2024-12-03,14,454371
2024-12-03,14,451415
2024-12-03,14,446627
2024-12-03,14,451646
2024-12-03,14,455625
2024-12-03,14,443125
2024-12-03,14,445382
2024-12-03,14,449274
2024-12-03,14,451322
2024-12-03,14,448930
2024-12-03,14,445701
2024-12-03,14,445008
2024-12-03,14,443972
2024-12-03,14,443900
2024-12-03,14,447281
2024-12-03,14,443322
2024-12-03,14,453353
2024-12-03,14,454446
2024-12-03,14,21476
2024-12-03,14,1214
2024-12-03,15,450245
2024-12-03,15,452753
2024-12-03,15,451415
2024-12-03,15,444409
2024-12-03,15,444230
2024-12-03,15,454289
2024-12-03,15,450189
2024-12-03,15,20453
2024-12-03,15,452995
2024-12-03,15,447919
2024-12-03,15,452375
2024-12-03,15,451544
2024-12-03,15,447856
2024-12-03,15,452694
2024-12-03,15,448823
2024-12-03,15,450927
2024-12-03,15,452044
2024-12-03,15,447233
2024-12-03,15,448421
2024-12-03,15,446627
2024-12-03,15,452086
2024-12-03,15,443239
2024-12-03,15,448216
2024-12-03,15,453700
2024-12-03,15,448755
2024-12-03,15,453070
2024-12-03,15,443125
2024-12-03,15,442855
2024-12-03,15,444340
2024-12-03,15,442791
2024-12-03,15,1077
2024-12-03,15,450329
2024-12-03,15,446259
2024-12-03,15,438316
2024-12-03,15,443322
2024-12-03,15,453429
2024-12-03,15,455014
2024-12-03,15,452858
2024-12-03,15,452207
2024-12-03,15,444087
2024-12-03,15,453915
2024-12-03,15,436234
2024-12-03,15,449274
2024-12-03,15,451333
2024-12-03,15,311
2024-12-03,15,447028
2024-12-03,15,445701
2024-12-03,15,442083
2024-12-03,15,446829
2024-12-03,15,446947
2024-12-03,15,451496
2024-12-03,15,445008
2024-12-03,15,442475
2024-12-03,15,447806
2024-12-03,15,453937
2024-12-03,15,447706
2024-12-03,14,427030
2024-12-03,14,450329
2024-12-03,14,454262
2024-12-03,15,443165
2024-12-03,15,453254
2024-12-03,15,1214
2024-12-03,15,454801
2024-12-03,15,444394
2024-12-03,15,453737
2024-12-03,15,21476
2024-12-03,15,447113
2024-12-03,15,455037
2024-12-03,15,455625
2024-12-03,15,10172
2024-12-03,15,442849
2024-12-03,16,455570
2024-12-03,16,450927
2024-12-03,16,447919
2024-12-03,16,451415
2024-12-03,16,451793
2024-12-03,16,448823
2024-12-03,16,454801
2024-12-03,16,442860
2024-12-03,16,447806
2024-12-03,16,452753
2024-12-03,16,450549
2024-12-03,16,446475
2024-12-03,16,444230
2024-12-03,16,448891
2024-12-03,16,449623
2024-12-03,16,453724
2024-12-03,16,448421
2024-12-03,16,456195
2024-12-03,16,451544
2024-12-03,16,442791
2024-12-03,21,439344
2024-12-03,21,448237
2024-12-03,21,454787
2024-12-03,22,449361
2024-12-03,22,446615
2024-12-03,22,442677
2024-12-03,22,453160
2024-12-03,22,15284
2024-12-03,22,448237
2024-12-03,22,378883
2024-12-03,22,437286
2024-12-03,22,442886
2024-12-03,21,449201
2024-12-03,21,454328
2024-12-03,21,452843
2024-12-03,21,449361
2024-12-03,21,453372
2024-12-03,21,443316
2024-12-03,21,445885
2024-12-03,21,446888
2024-12-03,21,451076
2024-12-03,21,453625
2024-12-03,21,453143
2024-12-03,21,447476
2024-12-03,21,450588
2024-12-03,21,441663
2024-12-03,21,430204
2024-12-03,21,443042
2024-12-03,21,454951
2024-12-03,21,455279
2024-12-03,21,451681
2024-12-03,21,455550
2024-12-03,21,452006
2024-12-03,21,453516
2024-12-03,21,454389
2024-12-03,21,448798
2024-12-03,21,453380
2024-12-03,21,453546
2024-12-03,21,15284
2024-12-03,21,455131
2024-12-03,21,454270
2024-12-03,22,444776
2024-12-03,23,446791
2024-12-03,23,442990
2024-12-03,23,437286
2024-12-03,23,443728
2024-12-03,23,454951
2024-12-03,23,447857
2024-12-03,23,451654
2024-12-03,23,452797
2024-12-03,23,453546
2024-12-03,23,454787
2024-12-03,23,439344
2024-12-03,23,444499
2024-12-03,23,453160
2024-12-03,23,378883
2024-12-03,23,446615
2024-12-03,23,455288
2024-12-03,23,446782
2024-12-03,23,448237
2024-12-03,23,451116
2024-12-03,23,454954
2024-12-03,23,452583
2024-12-03,23,451596
2024-12-03,23,448486
2024-12-03,23,449361
2024-12-03,23,40947
2024-12-03,23,454389
2024-12-03,23,451785
2024-12-03,23,447114
2024-12-03,23,445554
2024-12-03,22,455288
2024-12-03,22,454534
2024-12-03,22,446256
2024-12-03,22,445408
2024-12-03,22,454787
2024-12-03,22,453639
2024-12-03,22,444370
2024-12-03,22,454954
2024-12-03,22,453516
2024-12-03,22,32746
2024-12-03,22,453380
2024-12-03,22,453546
2024-12-03,22,451116
2024-12-03,22,447114
2024-12-03,22,445885
2024-12-03,22,442548
2024-12-03,22,443803
2024-12-03,22,448260
2024-12-03,22,454951
2024-12-03,22,454859
2024-12-03,23,453411
2024-12-03,23,450906
2024-12-03,23,454372
2024-12-03,22,453077
2024-12-03,22,454389
2024-12-03,22,442852
2024-12-03,22,442179
2024-12-03,22,452006
2024-12-03,22,455350
2024-12-03,22,453153
2024-12-03,22,453038
2024-12-03,22,448857
2024-12-03,22,451843
2024-12-03,22,452781
2024-12-03,22,439344
2024-12-03,22,452976
2024-12-03,22,444917
2024-12-03,22,452544
2024-12-03,22,453260
2024-12-03,22,455550
2024-12-03,16,455625
2024-12-03,16,453509
2024-12-03,16,446519
2024-12-03,16,450189
2024-12-03,16,442224
2024-12-03,16,450245
2024-12-03,16,443322
2024-12-03,16,445997
2024-12-03,16,448755
2024-12-03,16,436234
2024-12-03,16,453700
2024-12-03,16,445008
2024-12-03,17,438392
2024-12-03,17,448755
2024-12-03,17,450549
2024-12-03,16,442407
2024-12-03,16,453078
2024-12-03,16,12215
2024-12-03,16,427066
2024-12-03,16,452086
2024-12-03,16,454763
2024-12-03,16,455107
2024-12-03,16,430165
2024-12-03,16,451333
2024-12-03,16,445701
2024-12-03,16,455600
2024-12-03,16,445144
2024-12-03,16,425995
2024-12-03,16,453463
2024-12-03,16,452677
2024-12-03,16,451646
2024-12-03,16,443998
2024-12-03,16,449954
2024-12-03,16,445606
2024-12-03,16,448500
2024-12-03,16,452207
2024-12-03,16,453560
2024-12-03,16,443900
2024-12-03,16,442849
2024-12-03,16,443359
2024-12-03,16,452485
2024-12-03,16,1214
2024-12-03,16,446259
2024-12-03,16,452280
2024-12-03,16,442475
2024-12-03,16,438316
2024-12-03,16,455595
2024-12-03,16,430095
2024-12-03,16,443125
2024-12-03,16,453915
2024-12-03,16,452500
2024-12-03,16,441715
2024-12-03,16,453737
2024-12-03,16,452995
2024-12-03,16,453043
2024-12-03,16,455454
2024-12-03,16,453353
2024-12-03,16,453429
2024-12-03,16,442083
2024-12-03,16,452256
2024-12-03,16,453070
2024-12-03,17,451333
2024-12-03,17,452085
2024-12-03,17,449623
2024-12-03,17,447806
2024-12-03,17,444131
2024-12-03,17,452753
2024-12-03,17,20453
2024-12-03,17,450927
2024-12-03,17,452086
2024-12-03,17,443322
2024-12-03,17,453779
2024-12-03,17,451544
2024-12-03,17,452797
2024-12-03,17,450189
2024-12-03,17,455696
2024-12-03,17,452694
2024-12-03,18,448421
2024-12-03,18,449623
2024-12-03,18,447856
2024-12-03,18,455570
2024-12-03,18,452908
2024-12-03,18,450245
2024-12-03,18,452086
2024-12-03,18,451941
2024-12-03,18,442791
2024-12-03,18,443239
2024-12-03,17,446627
2024-12-03,17,452485
2024-12-03,17,443125
2024-12-03,17,452311
2024-12-03,17,451120
2024-12-03,17,441861
2024-12-03,17,453259
2024-12-03,17,453254
2024-12-03,17,452256
2024-12-03,17,453463
2024-12-03,17,453741
2024-12-03,17,452575
2024-12-03,17,449274
2024-12-03,17,450329
2024-12-03,17,8128
2024-12-03,17,447113
2024-12-03,17,453915
2024-12-03,17,442849
2024-12-03,17,454550
2024-12-03,17,442462
2024-12-03,17,1214
2024-12-03,17,446475
2024-12-03,17,446519
2024-12-03,17,450245
2024-12-03,17,445008
2024-12-03,17,452207
2024-12-03,17,451673
2024-12-03,17,453560
2024-12-03,17,454305
2024-12-03,17,453737
2024-12-03,17,12215
2024-12-03,17,112644
2024-12-03,17,447919
2024-12-03,17,1077
2024-12-03,17,444240
2024-12-03,17,450782
2024-12-03,17,454136
2024-12-03,17,438316
2024-12-03,17,455570
2024-12-03,17,455096
2024-12-03,17,443239
2024-12-03,17,447233
2024-12-03,17,452451
2024-12-03,17,305155
2024-12-03,17,28646
2024-12-03,17,445382
2024-12-03,17,444340
2024-12-03,17,445701
2024-12-03,17,444631
2024-12-03,17,445606
2024-12-03,22,1782
2024-12-03,22,63491
2024-12-03,22,20460
2024-12-03,22,453881
2024-12-03,22,454810
2024-12-03,22,452408
2024-12-03,22,444499
2024-12-03,22,453300
2024-12-03,22,451505
2024-12-03,22,452159
2024-12-03,22,450588
2024-12-03,22,452739
2024-12-03,22,451945
2024-12-03,22,450906
2024-12-03,23,454859
2024-12-03,23,31717
2024-12-03,23,454810
2024-12-03,23,442886
2024-12-03,23,454523
2024-12-03,23,452976
2024-12-03,23,441967
2024-12-03,23,454089
2024-12-03,23,447579
2024-12-03,23,451843
2024-12-03,23,453492
2024-12-03,23,451473
2024-12-03,23,452566
2024-12-03,23,455719
2024-12-03,23,451144
2024-12-03,23,443258
2024-12-03,23,441669
2024-12-03,23,446099
2024-12-03,17,29761
2024-12-03,18,12215
2024-12-03,18,451333
2024-12-03,18,455625
2024-12-03,18,451544
2024-12-03,18,446519
2024-12-03,18,450732
2024-12-03,18,444230
2024-12-03,18,438316
2024-12-03,18,447919
2024-12-03,19,447806
2024-12-03,19,451544
2024-12-03,19,442860
2024-12-03,19,448755
2024-12-03,19,451415
2024-12-03,19,452694
2024-12-03,19,450927
2024-12-03,19,455570
2024-12-03,19,438316
2024-12-03,19,452086
2024-12-03,19,445960
2024-12-03,19,442083
2024-12-03,19,443359
2024-12-03,19,445008
2024-12-03,19,449274
2024-12-03,19,425995
2024-12-03,19,446627
2024-12-03,19,450189
2024-12-03,19,441461
2024-12-03,18,444799
2024-12-03,18,451415
2024-12-03,18,445008
2024-12-03,18,441700
2024-12-03,18,450927
2024-12-03,18,449274
2024-12-03,18,441469
2024-12-03,18,453964
2024-12-03,18,442535
2024-12-03,18,438392
2024-12-03,18,448755
2024-12-03,18,453254
2024-12-03,18,452694
2024-12-03,18,453259
2024-12-03,18,452995
2024-12-03,18,443359
2024-12-03,18,445966
2024-12-03,18,452485
2024-12-03,18,1214
2024-12-03,18,436234
2024-12-03,18,447113
2024-12-03,18,454371
2024-12-03,18,448059
2024-12-03,18,444394
2024-12-03,18,455096
2024-12-03,18,443900
2024-12-03,18,1077
2024-12-03,18,452085
2024-12-03,18,446918
2024-12-03,18,446475
2024-12-03,18,450189
2024-12-03,18,452753
2024-12-03,18,20453
2024-12-03,18,425995
2024-12-03,18,450329
2024-12-03,18,443125
2024-12-03,18,453667
2024-12-03,18,452256
2024-12-03,18,444631
2024-12-03,19,454371
2024-12-03,19,445701
2024-12-03,19,444799
2024-12-03,20,452086
2024-12-03,20,452207
2024-12-03,20,12215
2024-12-03,20,450927
2024-12-03,20,449274
2024-12-03,20,448755
2024-12-03,20,451333
2024-12-03,20,454136
2024-12-03,20,443359
2024-12-03,20,451415
2024-12-03,20,449623
2024-12-03,20,447706
2024-12-03,20,443239
2024-12-03,20,443280
2024-12-03,20,453915
2024-12-03,20,443968
2024-12-03,20,452858
2024-12-03,20,454320
2024-12-03,20,451544
2024-12-03,20,452085
2024-12-03,20,20453
2024-12-03,20,447919
2024-12-03,20,438316
2024-12-03,20,455346
2024-12-03,19,445382
2024-12-03,19,450458
2024-12-03,19,1077
2024-12-03,19,452438
2024-12-03,19,454763
2024-12-03,19,441715
2024-12-03,19,451333
2024-12-03,19,430165
2024-12-03,19,448421
2024-12-03,19,447919
2024-12-03,19,34801
2024-12-03,19,881
2024-12-03,19,452995
2024-12-03,19,453700
2024-12-03,19,447856
2024-12-03,19,21476
2024-12-03,19,451698
2024-12-03,19,452207
2024-12-03,19,452485
2024-12-03,19,455014
2024-12-03,19,448083
2024-12-03,19,453825
2024-12-03,19,453254
2024-12-03,19,450329
2024-12-03,19,444170
2024-12-03,19,453353
2024-12-03,19,444409
2024-12-03,19,444808
2024-12-03,19,451934
2024-12-03,19,452908
2024-12-03,19,448930
2024-12-03,19,453915
2024-12-03,19,453192
2024-12-03,19,443125
2024-12-03,19,453331
2024-12-03,19,10172
2024-12-03,19,20453
2024-12-03,19,442723
2024-12-03,19,443968
2024-12-03,19,444394
2024-12-03,19,445324
2024-12-03,20,448421
2024-12-03,21,448823
2024-12-03,21,450927
2024-12-03,21,446627
2024-12-03,21,451544
2024-12-03,21,445606
2024-12-03,21,455014
2024-12-03,21,12215
2024-12-03,21,452694
2024-12-03,21,450189
2024-12-03,21,451707
2024-12-03,21,450782
2024-12-03,21,443900
2024-12-03,21,443208
2024-12-03,21,450329
2024-12-03,21,442323
2024-12-03,21,448755
2024-12-03,21,451333
2024-12-03,21,455625
2024-12-03,21,443322
2024-12-03,21,430165
2024-12-03,21,447806
2024-12-03,21,453825
2024-12-03,21,442849
2024-12-03,21,450549
2024-12-03,21,452995
2024-12-03,21,438316
2024-12-03,21,453254
2024-12-03,21,450504
2024-12-03,21,20453
2024-12-03,21,451415
2024-12-03,21,444340
2024-12-03,20,1214
2024-12-03,20,446627
2024-12-03,20,112644
2024-12-03,20,447749
2024-12-03,20,442849
2024-12-03,20,453603
2024-12-03,20,8128
2024-12-03,20,450245
2024-12-03,20,43002
2024-12-03,20,445101
2024-12-03,20,453070
2024-12-03,20,450874
2024-12-03,20,349187
2024-12-03,20,10172
2024-12-03,20,430165
2024-12-03,20,454763
2024-12-03,20,454738
2024-12-03,20,444394
2024-12-03,20,450549
2024-12-03,20,442462
2024-12-03,20,453429
2024-12-03,20,444799
2024-12-03,20,450189
2024-12-03,20,445008
2024-12-03,20,448891
2024-12-03,20,446475
2024-12-03,20,441883
2024-12-03,20,453259
2024-12-03,20,452908
2024-12-03,20,442860
2024-12-03,20,453825
2024-12-03,20,446637
2024-12-03,20,442855
2024-12-03,20,454533
2024-12-03,20,444409
2024-12-03,20,452237
2024-12-03,20,444605
2024-12-03,21,441533
2024-12-03,21,450890
2024-12-03,21,442860
2024-12-03,21,448421
2024-12-03,21,1214
2024-12-03,21,443921
2024-12-03,21,447028
2024-12-03,21,447706
2024-12-03,21,881
2024-12-03,21,448891
2024-12-03,21,452797
2024-12-03,21,438392
2024-12-03,21,444394
2024-12-03,21,448083
2024-12-03,21,453509
2024-12-03,21,444930
2024-12-03,22,452797
2024-12-03,22,449623
2024-12-03,22,450927
2024-12-03,22,442462
2024-12-03,22,448823
2024-12-03,22,438458
2024-12-03,22,448755
2024-12-03,22,448421
2024-12-03,22,451415
2024-12-03,21,450467
2024-12-03,21,451646
2024-12-03,21,450245
2024-12-03,21,447919
2024-12-03,21,446637
2024-12-03,21,455037
2024-12-03,21,461
2024-12-03,21,454319
2024-12-03,21,1077
2024-12-03,21,444131
2024-12-03,21,449274
2024-12-03,21,453331
2024-12-03,21,453070
2024-12-03,21,455570
2024-12-03,21,443280
2024-12-03,21,452485
2024-12-03,21,455600
2024-12-03,21,453429
2024-12-03,21,452086
2024-12-03,21,450265
2024-12-03,21,442083
2024-12-03,21,21476
2024-12-03,21,445739
2024-12-03,21,453043
2024-12-03,21,453737
2024-12-03,21,452858
2024-12-03,23,450245
2024-12-03,23,441700
2024-12-03,23,450189
2024-12-03,23,453463
2024-12-03,23,450927
2024-12-03,23,450549
2024-12-03,23,442860
2024-12-03,23,452086
2024-12-03,23,443125
2024-12-03,23,444930
2024-12-03,23,451544
2024-12-03,23,450890
2024-12-03,23,430165
2024-12-03,23,881
2024-12-03,23,448891
2024-12-03,23,454738
2024-12-03,23,438316
2024-12-03,23,442475
2024-12-03,23,452908
2024-12-03,23,452237
2024-12-03,23,445101
2024-12-03,23,1077
2024-12-03,23,441980
2024-12-03,23,451415
2024-12-03,23,448755
2024-12-03,23,452694
2024-12-03,23,449623
2024-12-03,23,12215
2024-12-03,23,447113
2024-12-03,22,441471
2024-12-03,22,12215
2024-12-03,22,452485
2024-12-03,22,1437
2024-12-03,22,447575
2024-12-03,22,1214
2024-12-03,22,452375
2024-12-03,22,451333
2024-12-03,22,443125
2024-12-03,22,453254
2024-12-03,22,445966
2024-12-03,22,445008
2024-12-03,22,430165
2024-12-03,22,436234
2024-12-03,22,448891
2024-12-03,22,447919
2024-12-03,22,441861
2024-12-03,22,449274
2024-12-03,22,461
2024-12-03,22,453737
2024-12-03,22,437266
2024-12-03,22,438316
2024-12-03,22,451544
2024-12-03,22,453070
2024-12-03,22,454763
2024-12-03,22,452207
2024-12-03,22,453429
2024-12-03,22,442475
2024-12-03,22,450189
2024-12-03,22,1077
2024-12-03,22,445002
2024-12-03,22,442860
2024-12-03,22,438392
2024-12-03,22,442849
2024-12-03,22,444409
2024-12-03,22,454289
2024-12-03,22,443266
2024-12-03,22,445701
2024-12-03,22,453603
2024-12-03,22,453509
2024-12-03,22,450549
2024-12-03,22,453353
2024-12-03,22,444631
2024-12-03,22,445606
2024-12-03,22,444799
2024-12-03,22,453043
2024-12-03,22,451931
2024-12-03,23,447706
2024-12-03,23,448823
2024-12-03,23,451793
2024-12-03,23,43002
2024-12-03,23,453825
2024-12-03,23,454560
2024-12-03,23,453429
2024-12-03,23,451646
2024-12-03,23,447575
2024-12-03,23,1214
2024-12-03,23,449274
2024-12-03,23,444230
2024-12-03,23,442849
2024-12-03,23,445681
2024-12-03,23,448083
2024-12-03,7,443280
2024-12-03,7,452526
2024-12-03,7,454555
2024-12-03,7,438371
2024-12-03,6,452796
2024-12-03,6,448841
2024-12-03,6,453331
2024-12-03,0,451948
2024-12-03,1,40962
2024-12-03,1,448841
2024-12-03,1,451856
2024-12-03,1,452688
2024-12-03,2,453773
2024-12-03,2,453070
2024-12-03,3,437263
2024-12-03,4,452069
2024-12-03,4,443280
2024-12-03,4,450371
2024-12-03,5,38906
2024-12-03,5,452369
2024-12-03,5,441542
2024-12-03,5,437263
2024-12-03,5,443280
2024-12-03,5,452086
2024-12-03,5,451856
2024-12-03,5,449265
2024-12-03,6,443280
2024-12-03,6,453726
2024-12-03,6,452086
2024-12-03,6,454555
2024-12-03,6,437263
2024-12-03,6,452069
2024-12-03,6,441965
2024-12-03,6,31764
2024-12-03,6,444240
2024-12-03,6,826
2024-12-03,6,38906
2024-12-03,6,454286
2024-12-03,0,443682
2024-12-03,0,451062
2024-12-03,8,446554
2024-12-03,8,437263
2024-12-03,8,450796
2024-12-03,8,451557
2024-12-03,8,452970
2024-12-03,8,451967
2024-12-03,7,450391
2024-12-03,7,846
2024-12-03,7,452796
2024-12-03,7,450796
2024-12-03,7,450171
2024-12-03,7,451979
2024-12-03,7,444852
2024-12-03,7,445488
2024-12-03,7,453151
2024-12-03,7,33769
2024-12-03,7,444280
2024-12-03,7,453571
2024-12-03,7,452688
2024-12-03,7,449467
2024-12-03,7,448007
2024-12-03,7,451612
2024-12-03,7,442558
2024-12-03,7,454218
2024-12-03,8,450594
2024-12-03,8,454555
2024-12-03,8,438371
2024-12-03,8,450425
2024-12-03,8,443940
2024-12-03,8,445393
2024-12-03,8,33769
2024-12-03,8,451371
2024-12-03,8,452294
2024-12-03,8,451885
2024-12-03,8,450312
2024-12-03,8,452847
2024-12-03,8,451927
2024-12-03,8,141315
2024-12-03,8,451948
2024-12-03,8,452796
2024-12-03,8,447174
2024-12-03,8,453571
2024-12-03,9,437263
2024-12-03,9,443280
2024-12-03,9,38906
2024-12-03,9,454156
2024-12-03,9,826
2024-12-03,9,451597
2024-12-03,9,455013
2024-12-03,9,441542
2024-12-03,9,451885
2024-12-03,9,444270
2024-12-03,9,451801
2024-12-03,8,453323
2024-12-03,8,455031
2024-12-03,8,451612
2024-12-03,8,453151
2024-12-03,8,427050
2024-12-03,8,452285
2024-12-03,8,448709
2024-12-03,8,452688
2024-12-03,8,826
2024-12-03,8,451916
2024-12-03,8,449201
2024-12-03,8,120836
2024-12-03,9,454923
2024-12-03,9,31832
2024-12-03,9,451979
2024-12-03,9,441965
2024-12-03,9,453571
2024-12-03,9,453468
2024-12-03,9,451371
2024-12-03,9,452294
2024-12-03,9,453151
2024-12-03,9,453323
2024-12-03,9,445203
2024-12-03,9,453284
2024-12-03,9,33769
2024-12-03,9,453844
2024-12-03,9,450796
2024-12-03,9,452082
2024-12-03,9,452688
2024-12-03,9,453869
2024-12-03,9,449217
2024-12-03,9,452775
2024-12-03,9,31770
2024-12-03,9,452325
2024-12-03,9,445488
2024-12-03,9,454086
2024-12-03,9,453043
2024-12-03,9,452233
2024-12-03,9,451916
2024-12-03,9,455885
2024-12-03,9,31764
2024-12-03,9,450706
2024-12-03,9,453717
2024-12-03,9,152579
2024-12-03,9,447987
2024-12-03,9,452796
2024-12-03,9,445393
2024-12-03,9,451974
2024-12-03,9,448474
2024-12-03,9,451546
2024-12-03,9,455549
2024-12-03,9,454969
2024-12-03,9,451856
2024-12-04,0,447501
2024-12-04,0,452246
2024-12-04,0,454640
2024-12-04,0,445681
2024-12-04,0,451775
2024-12-04,0,454862
2024-12-04,0,452693
2024-12-04,0,32743
2024-12-04,0,446514
2024-12-04,0,454272
2024-12-04,0,428051
2024-12-04,0,449407
2024-12-04,0,441770
2024-12-04,0,443613
2024-12-04,0,445084
2024-12-04,0,455538
2024-12-04,0,449419
2024-12-04,3,448526
2024-12-04,3,446766
2024-12-04,4,448526
2024-12-04,4,452363
2024-12-04,4,452551
2024-12-04,5,384003
2024-12-04,5,451068
2024-12-04,5,444716
2024-12-04,5,449640
2024-12-04,5,718
2024-12-04,5,449734
2024-12-04,5,454036
2024-12-04,0,445778
2024-12-04,0,452174
2024-12-04,1,451998
2024-12-04,1,447964
2024-12-04,1,384003
2024-12-04,1,447138
2024-12-04,1,452551
2024-12-04,1,445778
2024-12-04,1,444716
2024-12-04,1,1113
2024-12-04,1,446161
2024-12-04,1,443073
2024-12-04,1,451935
2024-12-04,2,454556
2024-12-04,2,454181
2024-12-04,2,447078
